teacher_code,nom,prenom,sexe,date_naissance,telephone,email,specialite,grade,date_embauche,statut
TEACH-03148,Bigot,Sébastien,F,1997-10-29,771234567,,IA,Professeur Senior,2014-01-02,Vacataire
TEACH-03149,Breton,Paul,M,1970-02-17,+33 2 45 69 94 12,stephanegaudin@example.com,Python,Vacataire,2025-03-14,Vacataire
TEACH-03150,Gonzalez,Clémence,F,1995-11-23,+33 (0)2 28 05 76 84,nicolasisaac@example.org,Base de données,Maître Assistant,2019-10-16,Permanent
TEACH-03151,Bonnet,Paulette,F,1992-05-31,+33 1 60 41 41 10,laurenteugene@example.com,Cybersécurité,Professeur,2024-04-19,Vacataire
TEACH-03152,Giraud,Gabriel,F,1974-05-26,+33 (0)4 99 12 44 17,zbesnard@example.com,Data Science,Assistant,2017-05-29,Vacataire
TEACH-03153,Guillaume,Valentine,F,1997-09-09,+33 1 72 97 87 30,elodielacroix@example.org,Cybersécurité,Maître Assistant,2017-10-06,Permanent
TEACH-03154,Delannoy,Anne,M,1986-07-24,+33 5 55 89 46 59,dorotheemahe@example.org,Cloud,Professeur,2017-01-28,Permanent
TEACH-03155,Maillet,Célina,F,1981-04-04,02 23 44 29 98,alphonse72@example.org,Cloud,Professeur,2024-10-25,Permanent
TEACH-03156,Dias,Hugues,M,1986-09-18,04 71 44 31 93,helene30@example.org,Cybersécurité,Vacataire,2012-01-05,Permanent
TEACH-03157,Couturier,Richard,M,1973-02-22,+33 (0)1 40 70 60 19,danielgilbert@example.net,Cybersécurité,Vacataire,2019-03-27,Vacataire
TEACH-03158,Bertrand,Aurélie,F,1988-10-26,0352518480,bretonamelie@example.net,Cybersécurité,Maître Assistant,2023-07-05,Permanent
TEACH-03159,Georges,Anastasie,M,1973-05-16,+33 4 23 54 13 79,brunetmaryse@example.org,Cloud,Vacataire,2012-06-26,Vacataire
TEACH-03160,Pelletier,Monique,F,1975-05-24,06 31 18 23 57,alicelemonnier@example.com,Base de données,Vacataire,2007-08-21,Permanent
TEACH-03161,Huet,Émile,M,1972-12-17,+33 6 66 75 96 20,juleschartier@example.org,IA,Professeur,2022-05-31,Vacataire
TEACH-03162,Potier,Julie,M,1960-11-06,0230842507,gayanne@example.com,Base de données,Professeur,2014-03-27,Permanent
TEACH-03163,Payet,Sylvie,M,1983-04-15,03 22 64 08 16,arnaudebourgeois@example.org,Base de données,Assistant,2016-01-09,Permanent
TEACH-03164,Pons,Susanne,M,1967-10-18,+33 (0)4 69 00 69 01,arnaudcolette@example.org,IA,Assistant,2008-04-20,Vacataire
TEACH-03165,Rocher,Alix,M,1980-05-04,04 97 00 38 92,elisepineau@example.org,Data Science,Professeur,2009-03-06,Permanent
TEACH-03166,Gomez,Gilles,F,1980-03-10,+33 5 36 97 64 84,william20@example.net,Cloud,Assistant,2025-02-07,Permanent
TEACH-03167,Camus,Suzanne,F,1969-12-10,05 47 83 47 73,stephaneallard@example.org,Intelligence Artificielle,Vacataire,2009-06-02,Permanent
TEACH-03168,Carlier,Tristan,F,1967-06-04,03 86 64 63 98,thibautmaillot@example.com,Intelligence Artificielle,Professeur,2016-12-05,Permanent
TEACH-03169,Mary,Thomas,F,1987-09-17,0362098858,davidmasse@example.org,Base de données,Maître Assistant,2019-04-25,Permanent
TEACH-03170,Rey,Marie,M,1991-11-23,+33 (0)2 79 07 17 17,alixruiz@example.org,IA,Professeur,2018-11-14,Permanent
TEACH-03171,Fouquet,Louis,F,1993-12-17,+33 (0)2 40 26 89 65,odette28@example.com,IA,Professeur,2011-04-26,Permanent
TEACH-03172,Brunel,Alexandrie,M,1989-09-16,+33 5 16 57 76 55,pagesodette@example.com,Data Science,Professeur,2024-07-04,Vacataire
TEACH-03173,Lagarde,Marine,F,2000-02-14,0422525251,constanceboulay@example.com,Cybersécurité,Maître Assistant,2023-05-06,Vacataire
TEACH-03174,Goncalves,Jean,F,1998-10-27,01 83 90 09 13,julie43@example.org,Intelligence Artificielle,Assistant,2025-07-11,Vacataire
TEACH-03175,Boulanger,Roger,F,1981-06-29,0328882237,bodincatherine@example.net,Data Science,Assistant,2023-10-28,Permanent
TEACH-03176,Ledoux,Laurence,F,1986-02-27,771234567,,Intelligence Artificielle,Assistant?,2009-01-27,Vacataire
TEACH-03177,Mary,Nathalie,M,1968-08-24,+33 (0)5 18 78 66 78,philippegiraud@example.org,Cloud,Assistant,2014-03-09,Permanent
TEACH-03178,Meunier,Nicolas,M,1987-05-23,0633929448,deschampszacharie@example.com,Cybersécurité,Assistant,2010-07-19,Permanent
TEACH-03179,Collet,Aurélie,F,1962-01-10,03 56 15 30 08,hle-goff@example.com,Cybersécurité,Vacataire,2023-06-17,Vacataire
TEACH-03180,Maury,Yves,F,1998-12-26,0489374229,tanguyluce@example.org,IA,Professeur,2016-02-19,Permanent
TEACH-03181,Launay,Nathalie,F,1994-06-27,+33 (0)4 97 27 26 59,robinalfred@example.com,Cloud,Professeur,2006-12-16,Permanent
TEACH-03182,Dupuy,Élise,M,1987-02-20,04 34 12 86 31,fblondel@example.org,Base de données,Assistant,2022-02-09,Permanent
TEACH-03183,Coste,Élisabeth,F,1978-08-29,+33 (0)2 31 83 93 70,jeanne51@example.com,Data Science,Vacataire,2009-07-31,Permanent
TEACH-03184,Pichon,David,M,1991-05-22,03 89 26 21 25,aubertdanielle@example.net,Data Science,Professeur,2020-08-16,Permanent
TEACH-03185,Perrier,Suzanne,M,1966-02-18,05 17 35 10 31,smendes@example.org,Python,Maître Assistant,2008-11-14,Vacataire
TEACH-03186,Daniel,Susanne,F,1994-06-21,+33 (0)5 61 81 79 58,timothee83@example.com,Cybersécurité,Professeur,2014-06-13,Vacataire
TEACH-03187,Coulon,Audrey,F,1994-11-02,0321664424,hortense42@example.com,Base de données,Professeur,2020-12-26,Permanent
TEACH-03188,Thierry,Sylvie,F,1970-10-28,+33 3 72 46 62 72,margaux59@example.org,Base de données,Vacataire,2015-04-28,Permanent
TEACH-03189,Thierry,Arnaude,F,1997-08-18,0479918137,noemivalentin@example.com,IA,Professeur,2007-03-20,Permanent
TEACH-03190,Maurice,Célina,F,1999-02-05,+33 3 64 64 67 32,bourdonnath@example.org,Data Science,Vacataire,2018-03-17,Permanent
TEACH-03191,Mendès,Simone,M,1963-07-07,+33 1 74 87 44 13,seguinzoe@example.org,Cybersécurité,Assistant,2007-10-30,Permanent
TEACH-03192,Hardy,Lucas,F,1978-02-09,+33 (0)7 85 11 48 25,arthur18@example.org,IA,Professeur,2024-10-22,Permanent
TEACH-03193,Morvan,Célina,F,1988-04-22,0139328966,nathalielebon@example.com,IA,Vacataire,2018-09-27,Vacataire
TEACH-03194,Langlois,Anouk,F,1996-02-17,+33 (0)2 34 29 93 71,bernieralice@example.com,Intelligence Artificielle,Maître Assistant,2008-02-14,Vacataire
TEACH-03195,Barbe,Inès,M,1981-08-31,+33 1 48 78 17 80,yvallee@example.net,Base de données,Maître Assistant,2015-12-29,Vacataire
TEACH-03196,Breton,Constance,M,1994-05-22,+33 (0)1 81 85 97 56,evrardelisabeth@example.net,Intelligence Artificielle,Vacataire,2019-01-10,Permanent
TEACH-03197,Bouchet,Emmanuel,M,1979-12-07,02 79 57 84 26,mroger@example.net,Cybersécurité,Maître Assistant,2009-01-12,Vacataire
TEACH-03198,Boutin,Théophile,F,1969-10-14,+33 2 58 67 68 00,jeanne54@example.com,IA,Assistant,2011-03-22,Vacataire
TEACH-03199,Lacroix,Jeanne,F,1976-10-03,+33 5 56 39 73 99,brunelgregoire@example.net,Cybersécurité,Assistant,2020-04-30,Permanent
TEACH-03200,Gros,Chantal,F,1975-12-30,0553478887,balves@example.net,Python,Vacataire,2017-09-07,Permanent
TEACH-03201,Launay,Nath,M,1996-11-30,+33 4 78 95 07 24,nathgallet@example.com,Base de données,Professeur,2007-03-21,Permanent
TEACH-03202,Lenoir,Franck,M,1972-01-14,06 42 42 03 24,bigotlaurence@example.com,IA,Assistant,2022-02-22,Permanent
TEACH-03203,Olivier,Jacqueline,M,1978-07-08,+33 6 40 24 74 46,alain79@example.org,Python,Professeur,2021-10-29,Permanent
TEACH-03204,Gauthier,Claudine,M,1991-07-29,+33 6 47 02 62 08,lpotier@example.org,Base de données,Assistant,2007-07-17,Permanent
TEACH-03205,Rémy,Suzanne,F,1999-12-03,02 97 07 36 56,delattreeugene@example.org,Data Science,Vacataire,2007-06-04,Vacataire
TEACH-03206,Rousset,Pénélope,M,1991-11-06,771234567,,Data Science,Prof,2022-05-15,Permanent
TEACH-03207,Hardy,Jacques,F,1996-08-22,0379674448,suzanne14@example.org,IA,Professeur,2009-08-07,Permanent
TEACH-03208,Boucher,Agathe,F,1974-01-23,0219341697,vbonnet@example.com,IA,Maître Assistant,2013-01-28,Permanent
TEACH-03209,Valentin,Victoire,M,1979-03-09,04 89 59 95 34,nathalievalentin@example.net,Cloud,Professeur,2017-02-07,Permanent
TEACH-03210,Meunier,Constance,M,1976-12-05,+33 4 87 87 99 68,alexandria53@example.org,IA,Assistant,2024-03-12,Vacataire
TEACH-03211,Voisin,Thérèse,F,1967-12-27,+33 (0)2 40 99 93 19,berthelotemmanuelle@example.net,IA,Professeur,2010-07-09,Vacataire
TEACH-03212,Bourgeois,Théophile,F,1970-10-23,04 49 50 91 95,hweber@example.org,Python,Assistant,2024-11-11,Permanent
TEACH-03213,Tanguy,Victoire,F,2000-04-02,05 94 68 09 02,margauddias@example.net,IA,Vacataire,2015-05-15,Permanent
TEACH-03214,Petitjean,Élisabeth,F,1985-07-12,0245015940,nicole34@example.net,Python,Maître Assistant,2013-10-10,Permanent
TEACH-03215,Renaud,Océane,M,1993-12-03,01 41 42 20 96,ufaivre@example.org,IA,Vacataire,2019-12-08,Permanent
TEACH-03216,Valette,Zoé,M,1992-02-11,0545390004,icolin@example.com,IA,Vacataire,2017-06-06,Vacataire
TEACH-03217,Martins,Georges,M,1973-03-08,0178507634,henrychristine@example.org,Cybersécurité,Assistant,2014-08-13,Permanent
TEACH-03218,Wagner,Colette,F,1969-04-08,+33 (0)5 86 42 82 09,chretienguillaume@example.org,Cloud,Professeur,2023-06-18,Vacataire
TEACH-03219,Samson,Chantal,F,1978-01-05,0423283886,christelleguyon@example.net,Data Science,Vacataire,2013-07-29,Permanent
TEACH-03220,Gautier,Anastasie,M,1963-04-14,03 20 06 72 36,clairerodriguez@example.org,Data Science,Maître Assistant,2023-01-30,Permanent
TEACH-03221,Boulanger,Gabrielle,F,1980-10-22,05 79 68 35 28,reneboutin@example.net,Intelligence Artificielle,Professeur,2021-06-30,Permanent
TEACH-03222,Lombard,Éléonore,M,1992-04-16,771234567,,Data Science,Professeur,2008-04-16,Permanent
TEACH-03223,Julien,Joseph,M,1979-02-18,+33 (0)2 90 15 02 09,marcel34@example.org,Intelligence Artificielle,Assistant,2009-04-10,Vacataire
TEACH-03224,Lucas,Suzanne,F,1973-07-10,+33 (0)4 80 96 05 66,phardy@example.org,Data Science,Professeur,2021-02-19,Vacataire
TEACH-03225,Guilbert,Capucine,M,1978-01-27,0456808347,zoe67@example.org,Base de données,Assistant,2019-07-30,Permanent
TEACH-03226,Schneider,Zacharie,M,1966-02-20,0558111115,diane98@example.com,Base de données,Vacataire,2006-09-13,Permanent
TEACH-03227,Bazin,Paul,F,1987-12-25,0249325162,etiennelebrun@example.com,IA,Maître Assistant,2009-07-25,Permanent
TEACH-03228,Briand,Adrienne,F,1971-06-20,+221771234567,,Data Science,Professeur,2014-06-21,Permanent
TEACH-03229,Guyon,Claude,F,1966-11-25,0278157950,texierjulie@example.net,Base de données,Vacataire,2017-01-19,Permanent
TEACH-03230,Marty,Émilie,M,1967-06-26,+33 (0)4 85 29 76 36,jcosta@example.org,Cloud,Vacataire,2008-01-28,Permanent
TEACH-03231,Berthelot,Nath,M,1961-02-16,+33 3 76 50 45 18,oceanepineau@example.net,Intelligence Artificielle,Assistant,2024-11-26,Permanent
TEACH-03232,Neveu,Paulette,F,1973-11-18,0371966255,gilbert67@example.org,Data Science,Assistant,2012-09-13,Vacataire
TEACH-03233,Ramos,Frédéric,M,1999-11-29,+33 5 61 08 60 90,gerardisaac@example.org,Cloud,Professeur,2025-01-21,Permanent
TEACH-03234,Blanchard,Adrien,F,1966-01-01,+33 (0)1 82 02 94 63,dianesimon@example.net,Cloud,Assistant,2013-06-10,Permanent
TEACH-03235,Becker,Dominique,F,1983-08-10,03 81 05 82 80,bertrand47@example.net,IA,Assistant,2013-04-29,Permanent
TEACH-03236,Mahe,Raymond,M,1979-06-17,0238665442,djean@example.org,Python,Assistant,2012-04-28,Permanent
TEACH-03237,Robert,Michel,F,1975-02-12,02 48 96 02 40,anais43@example.com,Intelligence Artificielle,Vacataire,2009-01-14,Permanent
TEACH-03238,Roche,Monique,F,1978-04-18,01 72 32 68 51,agathephilippe@example.net,IA,Professeur,2024-06-02,Permanent
TEACH-03239,Lefort,Valentine,F,1969-04-11,+33 2 90 86 57 84,perrotalexandrie@example.net,Cybersécurité,Vacataire,2011-04-12,Permanent
TEACH-03240,Lesage,Philippe,F,1966-03-15,+33 (0)6 99 34 37 95,ggosselin@example.net,Python,Maître Assistant,2018-03-11,Vacataire
TEACH-03241,Dupuis,Mathilde,F,1998-12-29,+33 6 33 05 78 59,charlotte84@example.net,Data Science,Assistant,2015-01-08,Vacataire
TEACH-03242,Gilbert,Noël,F,1963-01-13,+33 (0)2 72 73 18 27,charlesnoemi@example.com,Data Science,Assistant,2009-10-06,Permanent
TEACH-03243,Martin,Clémence,F,1985-05-13,04 69 24 85 54,sgimenez@example.org,Intelligence Artificielle,Maître Assistant,2011-05-20,Vacataire
TEACH-03244,Prévost,Bertrand,F,1976-07-03,01 53 91 84 80,theodore73@example.com,IA,Maître Assistant,2021-07-17,Vacataire
TEACH-03245,Robert,Célina,F,1986-03-21,+33 (0)1 69 82 55 89,qlaunay@example.net,Python,Professeur,2020-10-28,Permanent
TEACH-03246,Moulin,Cécile,F,2000-03-30,+33 2 23 21 34 17,nathalie44@example.org,Python,Assistant,2024-10-22,Vacataire
TEACH-03247,Masse,Pierre,F,1986-01-09,+33 (0)2 78 57 57 25,wbonnin@example.com,Intelligence Artificielle,Assistant,2025-01-12,Permanent
TEACH-03248,Guillot,Bertrand,M,1973-11-07,0675714168,renepages@example.org,Base de données,Maître Assistant,2014-04-15,Permanent
TEACH-03249,Lévy,Véronique,F,1981-01-02,+33 2 62 82 89 39,claire91@example.com,Python,Vacataire,2009-12-18,Vacataire
TEACH-03250,Joseph,Paul,M,1971-04-13,0479818112,jacquesmarechal@example.org,Cloud,Vacataire,2018-09-06,Permanent
TEACH-03251,Morin,Hélène,F,1991-05-01,0562511703,honore43@example.org,Data Science,Vacataire,2010-01-27,Permanent
TEACH-03252,Hernandez,Alphonse,F,1981-04-23,+33 6 60 62 36 99,suzannegarcia@example.net,Python,Maître Assistant,2020-05-24,Vacataire
TEACH-03253,Bodin,Juliette,F,1969-09-11,+33 2 40 60 38 41,schneideralex@example.com,Cybersécurité,Vacataire,2008-05-03,Permanent
TEACH-03254,Bourdon,Jérôme,F,1966-01-06,+33 (0)4 44 42 82 06,jjourdan@example.net,Python,Maître Assistant,2020-01-03,Vacataire
TEACH-03255,Guillon,Patrick,F,1977-05-12,01 34 61 83 36,diallopaul@example.org,IA,Assistant,2022-10-17,Vacataire
TEACH-03256,Blin,Pénélope,M,1995-07-13,+33 (0)5 47 82 80 81,gerard11@example.com,Cybersécurité,Assistant,2016-02-29,Permanent
TEACH-03257,Boulanger,Cécile,F,1995-08-04,0172293416,marc56@example.com,Cybersécurité,Maître Assistant,2008-05-06,Permanent
TEACH-03258,Chevalier,Thibaut,M,1982-10-06,+33 (0)4 23 51 98 28,bergeryves@example.net,Base de données,Vacataire,2020-07-06,Vacataire
TEACH-03259,Texier,Margaux,F,1995-06-06,+33 3 29 75 17 54,camillemarchal@example.net,IA,Maître Assistant,2023-07-07,Vacataire
TEACH-03260,Cohen,Adèle,M,1975-11-16,+33 (0)4 97 61 42 51,arnaude04@example.net,Cloud,Professeur,2025-04-13,Permanent
TEACH-03261,Chauvin,Maurice,M,1969-11-06,+33 4 91 97 21 91,augustinmarty@example.net,Data Science,Maître Assistant,2017-04-26,Vacataire
TEACH-03262,Lemonnier,Arnaude,M,1976-08-03,02 90 28 31 33,lucas25@example.com,Cloud,Maître Assistant,2014-09-19,Permanent
TEACH-03263,Turpin,Camille,F,1976-06-17,+33 (0)6 31 40 08 34,pauline23@example.org,IA,Professeur,2018-10-10,Permanent
TEACH-03264,Perret,Amélie,M,1961-07-23,+33 4 67 13 31 83,honoregeorges@example.com,Cloud,Maître Assistant,2020-02-14,Vacataire
TEACH-03265,Delorme,Denis,M,1961-03-11,05 61 05 61 10,eliseperrot@example.com,Data Science,Professeur,2025-04-07,Vacataire
TEACH-03266,Marie,Jean,F,1963-08-30,0353736173,adele35@example.com,IA,Assistant,2022-12-03,Vacataire
TEACH-03267,Boutin,Frédéric,F,1985-05-15,03 57 61 86 35,moniquetoussaint@example.net,Intelligence Artificielle,Professeur,2023-03-13,Vacataire
TEACH-03268,Joseph,Margot,F,1990-12-02,+33 5 53 53 08 87,proyer@example.org,Python,Maître Assistant,2007-01-24,Permanent
TEACH-03269,Bertin,Nicolas,F,1992-02-25,06 49 68 68 71,le-gallnoel@example.net,Intelligence Artificielle,Professeur,2020-07-29,Permanent
TEACH-03270,Jacquot,Patrick,F,1988-04-24,+33 (0)6 32 62 68 57,stephanepetitjean@example.org,Data Science,Maître Assistant,2018-10-09,Permanent
TEACH-03271,Nicolas,Monique,M,1975-07-19,+33 (0)4 42 49 70 64,gturpin@example.org,Base de données,Assistant,2022-10-14,Vacataire
TEACH-03272,Grégoire,Michelle,F,1977-02-17,0545568769,margaux63@example.org,Data Science,Vacataire,2011-04-21,Vacataire
TEACH-03273,Mallet,Josette,F,1986-05-29,0463517158,petitjeanmaurice@example.com,Data Science,Vacataire,2023-02-11,Permanent
TEACH-03274,Carre,Hortense,F,1996-04-18,06 62 57 30 14,philippinefernandez@example.com,Intelligence Artificielle,Assistant,2007-02-16,Permanent
TEACH-03275,Fournier,Raymond,F,1967-08-24,+33 3 82 26 81 84,rochechristine@example.org,Python,Assistant,2014-11-12,Permanent
TEACH-03276,Charles,Olivier,M,1993-03-17,+33 (0)5 19 52 31 63,reneerenaud@example.net,Python,Assistant,2024-11-15,Permanent
TEACH-03277,Vidal,Thomas,F,1983-02-04,+33 3 59 83 35 50,lemaitreamelie@example.org,Base de données,Maître Assistant,2023-12-09,Vacataire
TEACH-03278,Lebrun,Thibault,F,1961-11-24,04 26 05 35 39,alexde-sousa@example.net,Data Science,Assistant,2019-08-25,Vacataire
TEACH-03279,Gillet,Marc,M,1966-07-05,05 61 70 06 24,umahe@example.com,Base de données,Vacataire,2014-05-06,Permanent
TEACH-03280,Marques,Xavier,F,1972-05-05,+33 (0)3 51 27 72 41,georgesolivie@example.com,Data Science,Maître Assistant,2024-09-18,Vacataire
TEACH-03281,Torres,Aurore,M,1967-08-10,04 79 58 75 91,xgregoire@example.net,Python,Assistant,2018-04-14,Permanent
TEACH-03282,Daniel,Henriette,M,1964-08-16,0559414881,francoisarnaud@example.org,Python,Assistant,2008-03-29,Vacataire
TEACH-03283,Bègue,Inès,F,1978-05-29,+33 (0)3 61 04 08 27,salmonemilie@example.com,Python,Maître Assistant,2006-09-30,Vacataire
TEACH-03284,Lamy,Adèle,F,1991-09-11,0235050133,laurentjulien@example.net,Base de données,Vacataire,2023-11-28,Vacataire
TEACH-03285,Martins,Tristan,F,1980-03-12,+33 (0)5 90 09 65 60,elisabeth77@example.com,Data Science,Professeur,2015-11-11,Vacataire
TEACH-03286,Noël,Tristan,M,1998-05-26,01 58 94 94 92,jfrancois@example.org,Intelligence Artificielle,Professeur,2013-11-21,Vacataire
TEACH-03287,Peron,Christine,M,1981-04-27,05 90 10 51 98,augermargaux@example.org,IA,Professeur,2010-12-14,Permanent
TEACH-03288,François,Arthur,M,1986-10-20,0145654988,naubry@example.com,Cloud,Maître Assistant,2014-07-09,Permanent
TEACH-03289,Texier,Tristan,F,1978-08-13,+33 (0)5 35 86 72 63,levyoceane@example.com,IA,Maître Assistant,2019-07-14,Permanent
TEACH-03290,Léger,Aurore,M,1963-02-26,+33 1 73 07 17 17,cousinadrien@example.net,Base de données,Maître Assistant,2007-08-28,Vacataire
TEACH-03291,Lefèvre,Louise,M,1963-11-13,+33 4 50 02 84 47,sebastien94@example.com,IA,Professeur,2007-11-30,Vacataire
TEACH-03292,Fabre,André,M,1990-09-29,02 69 84 69 04,xdias@example.org,Python,Maître Assistant,2014-11-07,Vacataire
TEACH-03293,Rousset,Adélaïde,F,1975-06-28,0353319495,josephinecollin@example.com,Data Science,Maître Assistant,2006-10-18,Permanent
TEACH-03294,Grégoire,Pauline,M,1968-11-19,0355374636,brunetbernard@example.org,Cloud,Professeur,2018-06-28,Vacataire
TEACH-03295,Schmitt,Alice,F,1989-04-20,+33 5 82 77 40 96,bertrandvincent@example.com,Python,Vacataire,2017-07-05,Permanent
TEACH-03296,Seguin,Marc,F,2000-06-20,+33 (0)3 27 69 97 24,dvaillant@example.com,Data Science,Assistant,2009-12-02,Vacataire
TEACH-03297,Lacroix,Étienne,M,1968-08-13,+33 5 81 54 50 80,grenaud@example.net,Data Science,Vacataire,2009-06-23,Permanent
TEACH-03298,Denis,Marguerite,F,1974-07-09,+33 5 40 37 23 92,vincentgiraud@example.net,Base de données,Professeur,2009-01-25,Permanent
TEACH-03299,Guillou,Agathe,M,1981-09-30,0467494164,xavieradam@example.org,Python,Assistant,2021-12-01,Vacataire
TEACH-03300,Roy,Stéphane,F,1968-12-19,0238162875,balbert@example.org,Data Science,Maître Assistant,2022-11-21,Permanent
TEACH-03301,Masson,Thérèse,F,1988-12-17,+33 5 45 67 64 23,alicechauvin@example.net,Cloud,Assistant,2011-04-05,Vacataire
TEACH-03302,Benard,Clémence,F,1994-11-09,04 11 11 73 73,rmarie@example.net,Base de données,Professeur,2023-03-25,Vacataire
TEACH-03303,Pierre,Caroline,M,1961-07-30,+33 4 83 75 33 92,matthieu89@example.com,Base de données,Professeur,2015-12-05,Vacataire
TEACH-03304,Paris,Alix,M,1994-03-01,+33 4 95 89 61 29,lpetit@example.org,Cybersécurité,Assistant,2008-03-25,Permanent
TEACH-03305,Daniel,Raymond,F,1974-08-04,+33 2 34 90 01 38,odetteverdier@example.com,Data Science,Professeur,2021-03-08,Vacataire
TEACH-03306,Pelletier,Guillaume,M,1971-02-26,+33 (0)4 84 67 84 24,honoredias@example.org,Data Science,Vacataire,2020-07-06,Vacataire
TEACH-03307,Petitjean,Christelle,F,1996-12-26,03 68 23 93 40,remy53@example.com,Base de données,Assistant,2020-04-27,Vacataire
TEACH-03308,Bigot,Alexandre,M,1975-09-16,+33 (0)4 80 38 12 13,pauletteimbert@example.net,Python,Vacataire,2014-10-22,Permanent
TEACH-03309,Navarro,Jeannine,M,1975-03-17,+33 (0)4 43 29 01 29,alix42@example.org,Python,Maître Assistant,2024-07-16,Permanent
TEACH-03310,Dumas,Susan,M,2001-02-02,+33 (0)3 75 02 61 26,stephanecohen@example.com,Cloud,Maître Assistant,2024-06-02,Vacataire
TEACH-03311,Mace,Suzanne,M,1997-01-31,+33 2 35 84 74 08,nda-silva@example.org,Cloud,Maître Assistant,2023-10-09,Vacataire
TEACH-03312,Perret,Joseph,F,1982-09-16,05 54 43 73 72,xfabre@example.net,Cloud,Professeur,2014-08-17,Vacataire
